area,category,title,postedtime,updatedtime,url,description
gbs,nfb,$2465 / 1br - Brand New Construction 1 bedroom with 1 MONTH FREE --Near Alewife T (Cambridge Next to Alewife Train station),2014-10-16 11:46am,2014-10-22  9:37am,http://boston.craigslist.org/gbs/nfb/4717292369.html,"        id: 1505827
rent: $2465 / month
broker fee: no fee
available date: -
beds: 1
baths: 1


new community near the alewife section of north cambridge, conveniently located within walking distance to mbta's red line alewife station, which is just a few stops to harvard, mit and downtown boston, and just a minute's drive of the neighboring suburbs of belmont and lexington. our cambridge mass. apartments feature the latest high-end finishes, fixtures and appliances, including gourmet kitchens with energy efficient stainless steel whirlpool appliances, wood flooring, painted accent walls, large closets and spa-like baths. amenities include a private clubroom with hdtv screening room, state-of-the-art fitness center and yoga room, demonstration kitchen with fireside lounge and dining room. this active community features outdoor gathering and recreation with two resident courtyards, a resort-style pool, conversational fireplace seating with hd tv, ample bike storage with rider lounge and immediate access to an extensive network of scenic bike and walking trails.

near alewife train station
(red line)


gregory fiore
boston commonwealth real estate
show contact info"
nos,abo,$1125 Sunny and Bright Studio available NOW (Chelmsford ),2014-10-22  9:22am,2014-10-22  9:22am,http://boston.craigslist.org/nos/abo/4726242964.html,"         ***welcome home to coach house apartments***

are you browsing apartments for rent in chelmsford, ma? come home to our vibrant community of coach house. come home to a host of interior flourishes, as well as property perks such as a resort-style pool and a fitness center. choose from studio, one- and two-bedroom floor plans to find your new home at coach house, our community of apartments in chelmsford, ma include a range of amenities, including window coverings, vaulted ceilings, and carpet and tile floors.


apartment amenities
- air conditioning
- carpet
-tile floors
- dishwasher
- microwave
- lots of closet space

community features
- controlled access
- fitness center
- laundry facility
- pet friendly; dogs & cats allowed-call for details
- dog park
- pool
- 24-hour emergency maintenance, onsite management
- fully equipped laundry rooms 
- beautifully manicured gardens & grounds 
- close to shopping, restaurants
- minutes from routes 495, 3, 4 & 93



newly updated kitchen, apartment has good closet space, bright and sunny, includes gas heat, hot water.

ac, dishwasher, laundry in building & plenty of parking  


please call 
 show contact info
for a tour of the community and prices!
our office hours are: 
monday: 8am-5pm
tuesday- friday: 9am-6pm
saturday: 10am-5pm 


call us now and get $500 security deposit ~ ( only applicable with approved credit) "
gbs,nfb,$2800 / 3br - BRAND NEW 3 BED 2 BATH! ALL NEW GRANITE STAINLESS AVAIL NOW NO FEE (Brookline),2014-10-22  9:42am,2014-10-22  9:42am,http://boston.craigslist.org/gbs/nfb/4726268375.html,"        id: 544754
rent: $2800 / month
broker fee: no fee
available date: september 1st
beds: 3
baths: 1
pet: cat ok
rent includes: heat, hot water

features: dishwasher, disposal, granite counter tops, hardwood floors, modern kitchen, parking for rent, stainless steel appliance(s)


brand new modern 4 bedroom large evenly sized bedrooms eat in kitchen .. high ceiling..large bedrooms with tons of closet space. sunny bright.. best deal out there will not last

no fee


lovely brownstone..


deanna anderson
harvard ave realty"
gbs,nfb,"$1898 / 2br - 2 bed 2 bath pool,gym (Revere)",2014-10-22  9:35am,2014-10-22  9:35am,http://boston.craigslist.org/gbs/nfb/4726259249.html,"        id: 778545
rent: $1898 / month
broker fee: no fee
available date: september 15th
beds: 2
baths: 2
pet: pet friendly

features: a/c, balcony, carpet, central air, ceramic tiles, concierge, dining room, dishwasher, disposal, eat-in kitchen, elevator, fitness center, fully applianced kitchens, garage parking, indoor basketball court, internet, large windows, laundry in unit, microwave, modern bath, modern kitchen, new appliances, new/renovated bath, on-site super, security system, storage, swimming pool, tennis court, theatre room, walk-in closet, yoga room


not one but two large-screen plasma televisions are available in our clubroom.

enhanced film viewing is assured in our cinema screening room. sit back and relax in our comfy armchairs and be whisked away to a night at the movies with advanced digital surround sound and projection screen.

directv® and dvd player are also available. grab some popcorn and experience this private theater for yourself.


also other properties located in revere,malden,melrose, medford, saugus, chelsea,  everett


boston commonwealth
boston commonwealth real estate
show contact info

show contact info"
sob,abo,$1000 STUDIO  1000$ ALL INCLUDED (HOLBROOK),2014-10-22  9:42am,2014-10-22  9:42am,http://boston.craigslist.org/sob/abo/4726268281.html,"        small basement studio apt for rent, friendly safe neighborhood, off street parking, all utilities included cable and central air. no smoking no pets . prime location for commuting "
gbs,nfb,$2400 / 2br - BROKERS FEE PAID! Awesome 2 Bed in the Fenway!!! (Fenway),2014-10-22  9:37am,2014-10-22  9:37am,http://boston.craigslist.org/gbs/nfb/4726261757.html,"        no brokers fee!
hardwood floors, spacious living space, updated kitchen and bathroom, perfect location!

please contact:
landon reto
show contact info


convenient to the back bay, south end, bay village, beacon hill, north end, fenway, kenmore, audubon circle, west end, sowa, mission hill, chinatown, leather district, downtown,financial, waterfront, seaport, charlestown, prudential, copley, commons, garden, park, mbta line, orange, red, green, silver, tufts, boston medical center/bu dental (bmc), fnre , dana farber, children's, new england medical center (nemc), medicine, brigham women's, general, mgh, beth israel hospital, bidmc, harvard, longwood area, northeastern, neu, wentworth institute technology, mit, mass college of art, pharmacy, mcphs, berklee music, architectural, conservatory, emerson, school of law, mfa, museum fine arts, fisher, simmons, emmanuel, suffolk, boston university, bu, tufts, wheelock, optometry, symphony

availability is subject to change without notice. please call for most up-to-date results.
    "
gbs,vac,Huge studio in Beacon Hill Nice apartment available now. (Boston),2014-10-22  9:31am,2014-10-22  9:31am,http://boston.craigslist.org/gbs/vac/4726253987.html,"        huge studio in beacon hill available now!- big living space- hardwood floors- sunny- updated bathroom- steps from the schools and the t- modern kitchen- walking distance to everything- fee negotiable- if you are interested in this apartment.
studio $300 a week & $45 per night and a month is $1100

one bedroom $340 a week & $50 per night and a month is $1300

email:
check in date:
check out date:

http://www.cutehometostay.com/boston-ma

two bedrooms $450 a week & $70 per night and a month is $1800 to you, i offer a free, personalized apartment consultation. it is available  for you 7 days a week at your convenience.  

apartment features
 * den in select apartments, balcony/terrace in select apartments, linen closets in select apartments, additional personal storage space available.
* central air conditioning, walk-in closets, ventilated shelving * full-size ge washer/dryer in all apartments * breathtaking floor-to-ceiling windows in select apartments * see additional features in other comments section."
gbs,fee,$1525 Westland Ave nice studio alcove nxt to Symphony T & Mass Ave (Fenway),2014-10-14  9:39pm,2014-10-22  9:37am,http://boston.craigslist.org/gbs/fee/4715104837.html,"boston - back bay -    westland avenue properties #1: near to all northeastern university, berklee college of music, and all fenway area colleges and universities!! apartments in professionally managed brick apartment building with elevator, laundry, hardwood floors, renovated kitchens, modern tile baths, heat and hot water included. close to t stop, shops and supermarket. studio's $1515 and up; studio alcoves $1525 + up, one beds $1950 + up; 1/2 bed splits $2350 & up; 2 beds $2850 and up; 2/3 bed splits $3450 & up; heat and hot water included; one year lease; fee.    cat ok -     listing#-5022121 

     


 hub realty 
 show contact info"
nwb,roo,$750 Housemate wanted To Share in Bedford House (Utils Included) (Bedford),2014-10-15  8:13pm,2014-10-22  9:37am,http://boston.craigslist.org/nwb/roo/4716583160.html,"        1 bdr in 2bdr apartment full bath, new fridge, washer and dryer in basement. 

nice yard and garden, gas grill in back yard, a/c, solar panels, quiet neighborhood near hartwell town forrest, 20 mins to tufts, 10-15 mins to brandeis, 25 mins to cambridge, easy access to route 128/route 95, route 2,

$750.00/month includes electric,heat, hotwater. 


mbta 62 bus. 

convenient to hartwell ave, lincoln labs, hanscom afb. 

non-smoking, no pets reply by email here or call 
 show contact info"
gbs,fee,"$4069 / 2br - 910ft² - 2 Bd, Pet Ok",2014-10-22  9:38am,2014-10-22  9:38am,http://boston.craigslist.org/gbs/fee/4726262893.html,"        id: 1587839
rent: $4069 / month
broker fee: one month
available date: december 28th
beds: 2
baths: 1
pet: pet friendly


crystal metzler
cambridge portfolios llc
show contact info

show contact info"
gbs,nfb,"$1675 / 1br - NO FEE! NICE! WOW fresh paint new kit 1 BR Comm Ave @ Cleveland Circle (Brighton, nr reservoir)",2014-10-14  7:32pm,2014-10-22  9:37am,http://boston.craigslist.org/gbs/nfb/4714942282.html,"boston - brighton - n fee  price: $1,675  available  now. 1 bedroom - 1 bath  brighton,  all new kitchen, freshly painted, refinished hardwood floors, located on 5th floor with sunny views.  on green line t, close to b,c,d, lines at cleveland circle  "
nwb,nfb,"$1795 / 1br - BURLINGTON - Luxury 1br, granite counters, Laundry-in-unit, No Fee! (Burlington)",2014-10-22  9:33am,2014-10-22  9:33am,http://boston.craigslist.org/nwb/nfb/4726255889.html,"        id: 1275375
rent: $1795 / month
broker fee: no fee
available date: now
beds: 1
baths: 1
pet: pet friendly

features: parking included


stunning, high-end community located in burlington near the seven springs conservations area.  there's ponds, forests, conservation land, walking trails, and biking trails on-site!  minutes away from the burlington mall, wayside commons, market basket, and countless retail stores and restaurants.  it's also very close to route 95/128, woburn, and lexington.  the apartment features: 

-contemporary kitchens with granite countertops
-cherry cabinets
-dishwasher, disposal, and built-in microwave
-full size washer and dryer in unit!!!
-central air conditioning!!!
-modern bathroom with oversized vanity, granite counters, and ceramic tile floors
-luxurious berber-style carpeting
-great closet space
-modern lighting
-9 foot ceilings
-custom window treatments
-richly appointed clubhouse with fireplace, kitchen and tv's
-24 hour fitness enter with state-of-the-art equipment!
-locker rooms and showers
-business center with wi-fi, copy, print, and fax equipment
-resort-style heated pool!
-outdoor furnished patio area with bbq grills
-over 30 acres of conservation land and miles of walking/biking trails on-site!
-24 hour emergency maintenance
-professional on-site management
-package acceptance
-overnight delivery service
-dry cleaning drop off / pick up service
-on-site car detailing service
-cats and dogs ok!
-no broker's fee!


mark deane jr.
homes north
show contact info

show contact info"
nos,nfb,"$1592 / 1br - 1 Bd, Pet Ok, Avail Now, NO FEE, Photos (Revere)",2014-10-16 12:55pm,2014-10-22  9:36am,http://boston.craigslist.org/nos/nfb/4717421893.html,"        id: 778534
rent: $1592 / month
broker fee: no fee
available date: now
beds: 1
baths: 1
pet: pet friendly

features: a/c, balcony, carpet, central air, ceramic tiles, concierge, dining room, dishwasher, disposal, eat-in kitchen, elevator, fitness center, fully applianced kitchens, garage parking, indoor basketball court, internet, large windows, laundry in unit, microwave, modern bath, modern kitchen, new appliances, new/renovated bath, on-site super, security system, storage, swimming pool, tennis court, theatre room, walk-in closet, yoga room


this property has it all! escape to the outdoor heated pool or kick back with friends and family in the clubroom for a game of billiards. to get your daily workout this property features a great gym, indoor basketball court and a yoga and pilates room.


also other properties located in revere,malden,melrose, medford, saugus, chelsea,  everett


boston commonwealth
boston commonwealth real estate
show contact info

show contact info"
gbs,nfb,$1750 / 1br - NO FEE/no sec!  Hard to find 1 BR on Boylston Street nr PRU + Hynes T (Boylston St at Charlesgate West),2014-10-14  7:30pm,2014-10-22  9:36am,http://boston.craigslist.org/gbs/nfb/4714939481.html," 

 hub realty, inc.
family owned since 1989
971 commonwealth ave.

 boston, massachusetts 02215

 

 e-mail:

 
 show contact info
 

 

 

 

 tel / fax:  
 show contact info



boston - back bay - no fee   boylston street properties; studio's $1495 and up; studio w/park views $1525 and up; studio alcoves from $1575; 1 beds $1895 + up; 1/2 bed splits $2000 + up; 2 beds and 2/3 bed splits $2575 + up; first month rent. last month rent. and $30 key deposit. no security deposit. cat ok -   listing#-156709589 

  


hub realty :: 971 commonwealth ave. :: boston :: massachusetts :: 02215

 tel: 
 show contact info



 home page | rentals | sales | commercial rentals | commercial sales | contact

 "
nos,reb,$184900 / 5br - 2082ft² - Large 5 Bdrm Single Family Home (Lynn),2014-10-22  9:41am,2014-10-22  9:41am,http://boston.craigslist.org/nos/reb/4726267094.html,"        wow, such a big house with a yard and off street parking for a good price! this home is perfect for the large family. it has living room & dining room, plus 3 bedrooms on 2nd floor and 2 more on the 3rd floor! come polish this gem and make your dreams come true!  for more information call tache real estate @ 
show contact info"
gbs,fee,"$1600 Studio, Hardwood Floors, Parking For Rent (Beacon Hill)",2014-10-22  9:35am,2014-10-22  9:35am,http://boston.craigslist.org/gbs/fee/4726259185.html,"        id: 68495
rent: $1600 / month
broker fee: one month
available date: january 1st
beds: studio
baths: 1
rent includes: heat, hot water

features: hardwood floors, parking for rent


alyssa kidger
the boston realty group
show contact info

show contact info"
gbs,fee,$2400 / 1br - NO BROKERS FEE! awesome 1 Bed in Southend (South End),2014-10-22  9:26am,2014-10-22  9:26am,http://boston.craigslist.org/gbs/fee/4726247607.html,"        no brokers fee! 
available date: november 1st
updated kitchen, bamboo floors, granite, stainless apps, washer and dryer, ac


please contact:
landon reto
show contact info



convenient to the back bay, south end, bay village, beacon hill, north end, fenway, kenmore, audubon circle, west end, sowa, mission hill, chinatown, leather district, downtown,financial, waterfront, seaport, charlestown, prudential, copley, commons, garden, park, mbta line, orange, red, green, silver, tufts, boston medical center/bu dental (bmc), fnre , dana farber, children's, new england medical center (nemc), medicine, brigham women's, general, mgh, beth israel hospital, bidmc, harvard, longwood area, northeastern, neu, wentworth institute technology, mit, mass college of art, pharmacy, mcphs, berklee music, architectural, conservatory, emerson, school of law, mfa, museum fine arts, fisher, simmons, emmanuel, suffolk, boston university, bu, tufts, wheelock, optometry, symphony
availability is subject to change without notice. please call for most up-to-date results.
    "
gbs,nfb,"$2266 / 1br - Exquisite 1BR in Arlington Center, High-End Community, No Fee! (Arlington)",2014-10-22  9:32am,2014-10-22  9:32am,http://boston.craigslist.org/gbs/nfb/4726255090.html,"        id: 1275539
location: mill st., arlingtonrent: $2266 / month
broker fee: no fee
available date: now
beds: 1
baths: 1
pet: pet friendly

features: parking for rent


absolutely gorgeous contemporary community in arlington center.  hop on the 67 bus right outside your door and get to the alewife red line t station in minutes!  then head straight through somerville, cambridge, and into downtown boston.  arlington also offers tons of restaurants and retail right at your doorstep!  the apartment features:

-laundry in unit!
-ultra modern kitchen with granite countertops
-stainless steel appliances
-designer cabinetry
-beautiful plank flooring in kitchens and bathrooms
-mbta bus stop right out front!
-24/7 fitness facility!
-rooftop deck
-bike storage
-theatre room
-outdoor lounge with a fire pit and grill
-community room with a coffee bar
-billiards table
-cats and dogs ok!
-no broker's fee!


rental office
homes north
show contact info

show contact info"
gbs,fee,$1650 / 1br - New!! LARGE 1 BD Pet Friendly Avail 11/01 Ht/Hot Inc (Brighton),2014-10-09 10:37pm,2014-10-22  9:36am,http://boston.craigslist.org/gbs/fee/4707579432.html,"        id: 174440
location: lothian rd., boston (brighton)
rent: $1650 / month
broker fee: one month
available date: flexible
beds: 1/baths: 1. pet friendly!! cats and dogs are ok! rent includes: heat and hot water.

well-maintained brick building, near cleveland circle and the reservoir. nice, clean brick building with laundry! 

dean marzullo
exit realty consultants
show contact info

show contact info




information is current but may change according to market conditions of which we have no control. information is provided by the landlord.
    "
gbs,roo,"$2300 Furnished Unit Near Harvard Available Jan 7 (M814S) (Harvard Square, Cambridge)",2014-10-20  9:16am,2014-10-22  9:36am,http://boston.craigslist.org/gbs/roo/4722936055.html,"        available for monthly rent beginning january 7 (no earlier). available only until april 1.

no realtor fee.  $25 one-time agency fee only.


no realtor fee.  $25 one-time agency fee only.

adorable apartment in a pretty victorian home. 

two levels of living space. 

full kitchen. 

bathroom located on the first floor. 

the second floor is accessed by a steep, somewhat narrow staircase.

the 2nd floor bedroom has a double bed and a comfortable living room with flat panel cable tv, a desk, and a queen sleep sofa. 

apartment offers hardwood floors throughout.

window air conditioners in each room.

individual heat controls.

convenient to harvard square, mit, and central square.

includes heat, hot water, electric, window a/c, pone wifi, cable tv, linens and kitchenware

$80 cleaning fee

visit www.bnbboston.com/m814 or call 
 show contact info"
nwb,abo,$1160 / 1br - 590ft² - Move in ny 10-31-14 & recieve an Ipad Mini! (Lawrence),2014-10-22  9:31am,2014-10-22  9:31am,http://boston.craigslist.org/nwb/abo/4726253606.html,"welcome home. take a look at what we have to offer!addison at andover park call now: 
 show contact info
 100 hawthorne way, south lawrence, ma, 01843additional information:http://fairfield-apts.com/3y94zg addison at andover park is just minutes from historic andover town center, offering convenient access to neighborhood retail shops and restaurants. you will experience the very best in suburban living and big city conveniences.homes feature nine foot ceilings, gourmet kitchens, formal dining areas, private patios/balconies and more. if you want to relax you can take a swim, workout in the athletic center or take a long walk around our beautiful wooded community. we have everything you love.amenities include: signature concierge services, pet friendly setting (see pet policy for details), free wifi access in common areas, business center, gated entry, tranquil wooded setting, laundry facilities, easy access to major highways and shopping, private garages available, club house, sauna, covered parking with select homes, storage area, dishwashers, microwave in select homes, fireplace available, formal dining room, private balconies or patios, gourmet kitchen, washer and dryer, linen storage, and much more. apartment home features - in-home washer and dryer - gourmet kitchen - microwave* - dishwashers - pantries - scenic wooded views* - private balconies or patios - garages available - fireplace* - formal dining room - central heating and air - 9-foot ceilings - built-in desks* - walk-in closets - linen storage* *select apartment homes community amenities - easy access to major highways and shopping - business center - clubhouse - free wifi access in common areas - private garages available - sauna - gated entry - tranquil wooded setting - covered parking* - storage area - pets welcome (restrictions apply) - fireplace - 24 hour athletic center - pool  pet policy call for info.  managed by fairfield residential equal housing opportunity pricing may include current special and is subject to change without notice. photos on this ad may not reflect all floorplans.advertised availability is subject to change without notice and cannot be guaranteed. wed, oct 22, 2014, 06:26:41 32672297099827623 "
gbs,fee,$2645 / 1br - 1010ft² - *CAPTIVATING VIEWS* PRIVATE BALCONY! GRANITE/HARDWOOD*WALK TO MGH* (West End - Boston),2014-10-22  9:41am,2014-10-22  9:41am,http://boston.craigslist.org/gbs/fee/4726266328.html,"                    	amenity-loaded, full service building!
                    
great west end locationdog friendly laundry in buildingprivate balconyopen, spacious floor plangarage parkingconcierge servicesfitness centershort walk to mghsteps to t, wholefoods, td banknorth garden, night life/entertainmentin-ground swimming pool during summer

this address is available now!enquire today!
							
call today to schedule a showing!stephen fiasconaro
show contact info

show contact info


 
                
            
            
            
                
                    
    "
gbs,fee,"$2295 / 2br - Beautiful Top Floor 2 Bed in Central Square, Laundry On-site (Cambridge - Central Square)",2014-10-22  9:41am,2014-10-22  9:41am,http://boston.craigslist.org/gbs/fee/4726266278.html,"        id: 1524471
rent: $2295 / month
broker fee: one month
available date: now
beds: 2
baths: 1
pet: cat ok

features: ceiling fan, freshly painted, gas heat, hardwood floors, high ceilings, laundry in building, modern bath, modern kitchen, near t


great location! this 2 bedroom apartment is right by central square! short walk to central and harvard stations, perfect for students and young professionals! 

hardwood floors throughout, high ceilings with ceiling fans, modern kitchen and bathroom. two large bedrooms and a great big living space! great big windows throughout the apartment giving it plenty of natural sunlight! 

the location does not get any better than this!

available october 1st


crystal metzler
cambridge portfolios llc
show contact info

show contact info"
gbs,nfb,$1325 / 1br - CUTE ONE BED IN ALLSTON~AVAIL NOV 1~H/HW~MBTA~AWESOME!!!!!! (Allston),2014-10-22  9:40am,2014-10-22  9:40am,http://boston.craigslist.org/gbs/nfb/4726266082.html,"        id: 1571260
rent: $1325 / month
broker fee: one month
available date: november 1st
beds: 1
baths: 1
rent includes: heat, hot water

features: dishwasher, disposal, high ceilings, modern bath, modern kitchen, parking for rent


do not miss this steal! small 1 bedroom great for one! modern kitchen and bathroom. small living room. sunny bright .. best deal on market will not last.. 1 month fee does apply


deanna anderson
harvard ave realty"
nos,reb,$119000 / 1br - 407ft² - 1 Bdrm Condo W/Direct Ocean View (Lynn),2014-10-22  9:40am,2014-10-22  9:40am,http://boston.craigslist.org/nos/reb/4726266019.html,"        front and center is this 2 room studio with eat-in kitchen and walk-in closet. the unit boasts some of the largest windows in the complex for breathtaking direct ocean and boston skyline views. simply cross the street to kings beach. pet friendly building. updated kitchen and hw floor in bedroom. low condo fee includes heat and hot water.  for more information call tache real estate @ 
show contact info"
gbs,fee,$3900 / 3br - 1700ft² - Must See - Gorgeous 3BD/2BA - Mid-Cambridge (Cambridge - Mid Cambridge),2014-10-22  9:35am,2014-10-22  9:35am,http://boston.craigslist.org/gbs/fee/4726259393.html,"        id: 1516766
rent: $3900 / month
broker fee: one month
available date: november 1st
beds: 3
baths: 2
pet: pet friendly

features: a/c, balcony, crown molding, dining room, dishwasher, disposal, eat-in-kitchen, granite counters, hardwood floors, laundry in building, microwave, modern bath, modern kitchen, parking available, parking included, pet friendly, security system, stainless steel appliances, storage


a luxurious top of the line 3br 2bath. located on a nice quiet side street right near inman square. it's probably about a 4 minute walk. there's a huge living area flooded with light (huge windows), modern kitchen w/ all new appliances. a washer and dryer are located right in the unit. modern tile baths, all 3 bedrooms are generously sized. a beautiful balcony that overlooks a park. a brand new listing so call now to schedule a showing!

mid-cambridge location, near cambridge hospital. convenient to harvard, mit and kendall square.


crystal metzler
cambridge portfolios llc
show contact info

show contact info"
gbs,nfb,$1895 / 1br - NO FEE! HUGE BOYLSTON ST. 1 bed next to Mass Ave/Hynes T stop (Fenway),2014-10-14  7:48pm,2014-10-22  9:35am,http://boston.craigslist.org/gbs/nfb/4714964230.html," 

 hub realty, inc.
family owned since 1989
971 commonwealth ave.

 boston, massachusetts 02215

 

 e-mail:

 
 show contact info
 

 

 

 

 tel / fax:  
 show contact info



 

great location on boylston street, freshly painted, refinished hw floors, bay windows overlooking park, in brick apt. bldg. with laundry, heat and water included, no fee, first and last month only.

 

  

 

 

 

 

 
hub realty :: 971 commonwealth ave. :: boston :: massachusetts :: 02215

 tel: 
 show contact info



 home page | rentals | sales | commercial rentals | commercial sales | contact

 "
gbs,nfb,"$2760 Great Studio,Seaport District,NO FEE, (Seaport District)",2014-10-16 11:39am,2014-10-22  9:35am,http://boston.craigslist.org/gbs/nfb/4717279415.html,"        id: 1580848
rent: $2760 / month
broker fee: no fee
available date: -
beds: studio
baths: 1


gregory fiore
boston commonwealth real estate
show contact info"
nos,nfb,"$1604 / 1br - 1 Bd, Pet Ok, Avail Now, NO FEE, Photos (Revere)",2014-10-16  1:02pm,2014-10-22  9:35am,http://boston.craigslist.org/nos/nfb/4717435322.html,"        id: 778533
rent: $1604 / month
broker fee: no fee
available date: now
beds: 1
baths: 1
pet: pet friendly

features: a/c, balcony, carpet, central air, ceramic tiles, concierge, dining room, dishwasher, disposal, eat-in kitchen, elevator, fitness center, fully applianced kitchens, garage parking, indoor basketball court, internet, large windows, laundry in unit, microwave, modern bath, modern kitchen, new appliances, new/renovated bath, on-site super, security system, storage, swimming pool, tennis court, theatre room, walk-in closet, yoga room


this property has it all! escape to the outdoor heated pool or kick back with friends and family in the clubroom for a game of billiards. to get your daily workout this property features a great gym, indoor basketball court and a yoga and pilates room.


also other properties located in revere,malden,melrose, medford, saugus, chelsea,  everett


boston commonwealth
boston commonwealth real estate
show contact info

show contact info"
gbs,nfb,$1 REMODELED 1BR & 2BR Apartments on West Roxbury/Dedham Line!! (WEST ROXBURY),2014-09-24  3:04pm,2014-10-22  9:35am,http://boston.craigslist.org/gbs/nfb/4683745370.html,"        call for availability 
(all size units may not be available at this time, prices do not go lower then what is stated below, pictures upon request) 
1br & 2br apartments! great location!! 

one bedroom apartments starting at $1,450.00-$1,550.00 with h&hw; included (approx. 750-770 sq. ft.) 
(2 rooms, living room & bedroom, with e-i-k and separate bathroom)

two bedroom apartments starting at $1,600.00-$1,700.00 with h&hw; included (approx 850-875 sq. ft.)
(living room and 2 bedrooms, with e-i-k and separate bathroom)

located on the vfw parkway in west roxbury, is a large 4 story building. all units have been remodeled with stainless steel appliances and new maple cabinets. please call for availability. units may not be available at this time.

all units include spacious living areas, large bedrooms, a bathroom and kitchens with fridge, dishwasher, disposal, hood fan, range and built-in wall a/c units. units facing the charles river have beautiful views from their private balcony, located on the second floors and higher. units on the 1st floor do not have balconies. all units have wall-to-wall carpeting throughout. 

an on site management office is located on the basement level of the building along with the coin-op laundry facilities. an on-call maintenance crew is also available 24/7. two elevators are conveniently located on the property as well, for easy access to all floors. assigned off street parking is included at no additional charge, or for a small fee garage parking may be available! this building is close to public transportation, the dedham mall, stop & shop super market and the va hospital. it is only a short car ride away from the commuter rail (needham line), and a short walk to a bus stop on spring street (35,36,52) or the bus stop located at stop & shop (34e & 35). easy access to boston being on the vfw parkway! 

a one year lease is required along with first months rent, last months rent, a ½ months security deposit and a credit check to move in. cats are allowed with consent of property manager or landlord and pet deposit may apply. sorry, no dogs are allowed with the exception of service dogs*.  

apartments are shown by appointment only during monday-friday between the hours of 10:00am - 5:00pm
for a showing please contact charles river realty at (617)-469-rent (7368). 

pictures shown of model units.




*must provide proof of certification














equal housing opportunity


""in the city of boston, it is illegal to discriminate against any person in the rental or sale of housing. if you believe you have experienced discrimination, contact the boston fair housing commission, boston city hall, room 966, boston, ma, or at http://www.cityofboston.gov/civilrights/ ""




listings are subject to errors and omissions, and pricing is subject to change without notice. in accordance with mass state law: the apartment advertised may no longer be available for rental. ""charles river realty"" makes no warranties, whether expressed or implied, on the accuracy of the information contained within this ad. images appearing in advertisements may be of model unit at property, sizes of rooms and floor plan of actual unit may vary from images. pricing includes any current move in specials and are subject to change due to availability.
    "
gbs,reb,$169000 / 2br - 808ft² - A condo on Broadway (Everett),2014-10-22  9:40am,2014-10-22  9:40am,http://boston.craigslist.org/gbs/reb/4726265587.html,"        a modern two bedrooms one bathroom condo in a very convenient location. open floor plan, a private balcony, one deeded parking space, electric heat and low condo fee. this would be a great opportunity for an owner occupant or an investor looking for a great rental unit. close to public transportation, shopping, area highways and schools. convenient to malden center or wellington t station.
greater boston real estate services
show contact info"
gbs,nfb,$2895 / 1br - 692ft² - NO FEE Back Bay 1 Bedroom Apartment- 01/15 (Back Bay),2014-10-22  9:34am,2014-10-22  9:34am,http://boston.craigslist.org/gbs/nfb/4726257696.html,"        id: 1231858
rent: $2895 / month
broker fee: no fee
available date: now
beds: 1
baths: 1
pet: cat ok
rent includes: heat, hot water

features: a/c, ceramic tiles, concierge, dishwasher, disposal, elevator, fitness center, granite counter tops, hardwood floors, internet, laundry in building, microwave, new/renovated bath, new/renovated kitchen, parking for rent, roof deck, walk-in closet


1 bedroom back bay apartment in great location. large living space and bedroom, hardwood flooring, lots of windows, walk in closet, granite countertops in bathrooms, grand entry.  renovated kitchen has new appliance, including dishwasher, and granite countertops.  heat and hot water included.


alyssa kidger
the boston realty group
show contact info

show contact info"
